TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2009,11,22,16,0,20XX W 2ND AVE,Kitsilano,488918.6896,5457466.0475
Theft from Vehicle,2005,11,27,23,30,20XX W 2ND AVE,Kitsilano,488975.204,5457464.5816
Theft from Vehicle,2007,1,21,22,30,20XX W 2ND AVE,Kitsilano,488975.204,5457464.5816
Theft from Vehicle,2010,11,19,23,0,20XX W 2ND AVE,Kitsilano,488975.204,5457464.5816
Theft from Vehicle,2011,11,15,4,30,20XX W 2ND AVE,Kitsilano,488975.204,5457464.5816
Theft from Vehicle,2003,1,28,16,0,20XX W 2ND AVE,Kitsilano,489016.2571,5457472.6639
Theft from Vehicle,2006,5,15,12,0,20XX W 2ND AVE,Kitsilano,489016.2571,5457472.6639
Theft from Vehicle,2009,3,28,17,30,20XX W 2ND AVE,Kitsilano,489016.2571,5457472.6639
Theft from Vehicle,2011,8,26,18,0,20XX W 2ND AVE,Kitsilano,489016.2571,5457472.6639
Theft from Vehicle,2013,6,1,19,30,20XX W 2ND AVE,Kitsilano,489016.2571,5457472.6639
Theft from Vehicle,2015,4,10,12,0,20XX W 2ND AVE,Kitsilano,489016.2571,5457472.6639
Theft from Vehicle,2021,4,24,22,30,20XX W 2ND AVE,Kitsilano,489016.2571,5457472.6639
Theft from Vehicle,2020,12,28,12,0,20XX W 2ND AVE,Kitsilano,489018.0015,5457472.6187
Theft from Vehicle,2003,4,22,0,30,20XX W 2ND AVE,Kitsilano,489022.2994,5457463.3601
Theft from Vehicle,2003,5,6,22,0,20XX W 2ND AVE,Kitsilano,489022.2994,5457463.3601
Theft from Vehicle,2003,11,15,19,0,20XX W 2ND AVE,Kitsilano,489022.2994,5457463.3601
Theft from Vehicle,2007,6,16,16,0,20XX W 2ND AVE,Kitsilano,489022.2994,5457463.3601
Theft from Vehicle,2007,11,5,15,0,20XX W 2ND AVE,Kitsilano,489022.2994,5457463.3601
Theft from Vehicle,2010,5,17,15,0,20XX W 2ND AVE,Kitsilano,489022.2994,5457463.3601
Theft from Vehicle,2010,5,17,22,30,20XX W 2ND AVE,Kitsilano,489022.2994,5457463.3601
Theft from Vehicle,2010,5,17,23,0,20XX W 2ND AVE,Kitsilano,489022.2994,5457463.3601
Theft from Vehicle,2012,4,6,17,30,20XX W 2ND AVE,Kitsilano,489022.2994,5457463.3601
Theft from Vehicle,2014,1,22,19,30,20XX W 2ND AVE,Kitsilano,489022.2994,5457463.3601
Theft from Vehicle,2014,1,22,22,0,20XX W 2ND AVE,Kitsilano,489022.2994,5457463.3601
Theft from Vehicle,2014,11,9,0,10,20XX W 2ND AVE,Kitsilano,489022.2994,5457463.3601
Theft from Vehicle,2020,10,15,6,5,20XX W 2ND AVE,Kitsilano,489022.2994,5457463.3601
Theft from Vehicle,2018,7,29,14,0,20XX W 2ND AVE,Kitsilano,489024.3228,5457463.3077
Theft from Vehicle,2007,3,21,20,0,20XX W 2ND AVE,Kitsilano,489044.2772,5457462.7901
Theft from Vehicle,2008,4,16,19,0,20XX W 2ND AVE,Kitsilano,489044.2772,5457462.7901
Theft from Vehicle,2010,5,17,18,0,20XX W 2ND AVE,Kitsilano,489044.2772,5457462.7901
Theft from Vehicle,2003,1,11,18,0,20XX W 2ND AVE,Kitsilano,489053.6963,5457462.5458
Theft from Vehicle,2003,2,28,19,0,20XX W 2ND AVE,Kitsilano,489053.6963,5457462.5458
Theft from Vehicle,2003,3,6,20,0,20XX W 2ND AVE,Kitsilano,489053.6963,5457462.5458
Theft from Vehicle,2014,1,20,22,0,20XX W 2ND AVE,Kitsilano,489053.6963,5457462.5458
Theft from Vehicle,2014,11,8,0,0,20XX W 2ND AVE,Kitsilano,489053.6963,5457462.5458
Theft from Vehicle,2015,9,28,22,0,20XX W 2ND AVE,Kitsilano,489053.6963,5457462.5458
Theft from Vehicle,2016,1,18,20,30,20XX W 2ND AVE,Kitsilano,489053.6963,5457462.5458
Theft from Vehicle,2016,9,8,20,0,20XX W 2ND AVE,Kitsilano,489053.6963,5457462.5458
Theft from Vehicle,2019,9,9,18,0,20XX W 2ND AVE,Kitsilano,489053.6963,5457462.5458
Theft from Vehicle,2021,7,13,0,0,20XX W 2ND AVE,Kitsilano,489053.6963,5457462.5458
Theft from Vehicle,2022,1,1,12,0,20XX W 2ND AVE,Kitsilano,489053.6963,5457462.5458
Theft from Vehicle,2017,5,30,20,0,20XX W 2ND AVE,Kitsilano,489057.1151,5457462.4571
Theft from Vehicle,2017,6,18,2,0,20XX W 2ND AVE,Kitsilano,489057.1151,5457462.4571
Theft from Vehicle,2022,6,3,21,0,20XX W 2ND AVE,Kitsilano,489057.1151,5457462.4571
Theft from Vehicle,2020,5,30,1,30,20XX W 3RD AVE,Kitsilano,488900.5749,5457378.1026
Theft from Vehicle,2020,12,9,20,0,20XX W 3RD AVE,Kitsilano,488900.5749,5457378.1026
Theft from Vehicle,2022,8,20,22,30,20XX W 3RD AVE,Kitsilano,488900.5749,5457378.1026
Theft from Vehicle,2008,7,14,18,0,20XX W 3RD AVE,Kitsilano,488903.7605,5457378.0266
Theft from Vehicle,2019,3,12,20,0,20XX W 3RD AVE,Kitsilano,488920.5396,5457377.6262
Theft from Vehicle,2013,5,17,18,0,20XX W 3RD AVE,Kitsilano,488932.4333,5457377.3424
Theft from Vehicle,2007,7,10,21,15,20XX W 3RD AVE,Kitsilano,488948.1444,5457367.821
Theft from Vehicle,2012,1,25,0,0,20XX W 3RD AVE,Kitsilano,488948.1444,5457367.821
Theft from Vehicle,2021,1,30,23,15,20XX W 3RD AVE,Kitsilano,488948.1444,5457367.821
Theft from Vehicle,2003,2,5,8,0,20XX W 3RD AVE,Kitsilano,488964.2918,5457376.5823
Theft from Vehicle,2003,2,18,22,30,20XX W 3RD AVE,Kitsilano,488964.2918,5457376.5823
Theft from Vehicle,2003,2,20,2,0,20XX W 3RD AVE,Kitsilano,488964.2918,5457376.5823
Theft from Vehicle,2004,3,8,20,0,20XX W 3RD AVE,Kitsilano,488964.2918,5457376.5823
Theft from Vehicle,2004,3,10,18,30,20XX W 3RD AVE,Kitsilano,488964.2918,5457376.5823
Theft from Vehicle,2005,11,27,20,30,20XX W 3RD AVE,Kitsilano,488964.2918,5457376.5823
Theft from Vehicle,2007,7,10,19,0,20XX W 3RD AVE,Kitsilano,488964.2918,5457376.5823
Theft from Vehicle,2009,2,21,10,0,20XX W 3RD AVE,Kitsilano,488964.2918,5457376.5823
Theft from Vehicle,2010,12,4,23,0,20XX W 3RD AVE,Kitsilano,488964.2918,5457376.5823
Theft from Vehicle,2010,12,5,18,0,20XX W 3RD AVE,Kitsilano,488964.2918,5457376.5823
Theft from Vehicle,2016,1,10,18,0,20XX W 3RD AVE,Kitsilano,488964.2918,5457376.5823
Theft from Vehicle,2015,8,26,0,0,20XX W 3RD AVE,Kitsilano,488967.4777,5457376.5063
Theft from Vehicle,2018,2,1,18,0,20XX W 3RD AVE,Kitsilano,488970.2331,5457367.294
Theft from Vehicle,2007,1,21,15,0,20XX W 3RD AVE,Kitsilano,488970.4454,5457367.2888
Theft from Vehicle,2016,8,17,0,0,20XX W 3RD AVE,Kitsilano,488970.4454,5457367.2888
Theft from Vehicle,2003,5,19,20,0,20XX W 3RD AVE,Kitsilano,488983.1888,5457366.9848
Theft from Vehicle,2018,5,19,0,0,20XX W 3RD AVE,Kitsilano,488983.5429,5457366.9764
Theft from Vehicle,2014,10,26,22,0,20XX W 3RD AVE,Kitsilano,488999.3362,5457375.7461
Theft from Vehicle,2015,7,21,17,0,20XX W 3RD AVE,Kitsilano,488999.3362,5457375.7461
Theft from Vehicle,2018,4,24,17,0,20XX W 3RD AVE,Kitsilano,489000.3982,5457375.7208
Theft from Vehicle,2019,4,13,9,0,20XX W 3RD AVE,Kitsilano,489000.3982,5457375.7208
Theft from Vehicle,2005,9,6,0,0,20XX W 3RD AVE,Kitsilano,489030.9767,5457365.8446
Theft from Vehicle,2008,12,7,21,30,20XX W 3RD AVE,Kitsilano,489030.9767,5457365.8446
Theft from Vehicle,2015,5,14,20,0,20XX W 3RD AVE,Kitsilano,489030.9767,5457365.8446
Theft from Vehicle,2008,1,10,17,0,20XX W 3RD AVE,Kitsilano,489031.1948,5457374.986
Theft from Vehicle,2008,1,10,20,0,20XX W 3RD AVE,Kitsilano,489031.1948,5457374.986
Theft from Vehicle,2008,1,10,22,0,20XX W 3RD AVE,Kitsilano,489031.1948,5457374.986
Theft from Vehicle,2008,4,16,17,30,20XX W 3RD AVE,Kitsilano,489031.1948,5457374.986
Theft from Vehicle,2018,12,14,1,0,20XX W 3RD AVE,Kitsilano,489033.4545,5457365.7855
Theft from Vehicle,2019,10,24,1,0,20XX W 3RD AVE,Kitsilano,489033.4545,5457365.7855
Theft from Vehicle,2004,3,10,20,0,20XX W 3RD AVE,Kitsilano,489053.2777,5457365.3125
Theft from Vehicle,2004,6,29,10,0,20XX W 3RD AVE,Kitsilano,489053.2777,5457365.3125
Theft from Vehicle,2005,6,5,0,35,20XX W 3RD AVE,Kitsilano,489053.2777,5457365.3125
Theft from Vehicle,2005,7,24,21,0,20XX W 3RD AVE,Kitsilano,489053.2777,5457365.3125
Theft from Vehicle,2005,11,26,21,0,20XX W 3RD AVE,Kitsilano,489053.2777,5457365.3125
Theft from Vehicle,2006,5,10,13,0,20XX W 3RD AVE,Kitsilano,489053.2777,5457365.3125
Theft from Vehicle,2008,4,9,8,30,20XX W 3RD AVE,Kitsilano,489053.2777,5457365.3125
Theft from Vehicle,2014,4,8,21,0,20XX W 3RD AVE,Kitsilano,489053.2777,5457365.3125
Theft from Vehicle,2017,5,22,9,49,20XX W 3RD AVE,Kitsilano,489056.7466,5457365.2298
Theft from Vehicle,2018,1,17,23,30,20XX W 3RD AVE,Kitsilano,489056.7466,5457365.2298
Theft from Vehicle,2019,6,28,20,0,20XX W 3RD AVE,Kitsilano,489056.7466,5457365.2298
Theft from Vehicle,2019,10,6,11,0,20XX W 4TH AVE,Kitsilano,488937.5304,5457267.1525
Theft from Vehicle,2012,11,6,15,0,20XX W 4TH AVE,Kitsilano,488967.6874,5457266.4152
Theft from Vehicle,2004,4,28,1,30,20XX W 4TH AVE,Kitsilano,488996.5816,5457274.8558
Theft from Vehicle,2019,6,29,15,0,20XX W 4TH AVE,Kitsilano,488996.5816,5457274.8558
Theft from Vehicle,2014,7,15,8,24,20XX W 4TH AVE,Kitsilano,488999.7672,5457274.778
Theft from Vehicle,2003,10,16,18,0,20XX W 4TH AVE,Kitsilano,489002.9529,5457274.7001
Theft from Vehicle,2004,10,15,0,0,20XX W 4TH AVE,Kitsilano,489002.9529,5457274.7001
Theft from Vehicle,2006,2,9,18,0,20XX W 4TH AVE,Kitsilano,489015.6955,5457274.3887
Theft from Vehicle,2020,5,18,19,0,20XX W 4TH AVE,Kitsilano,489015.6955,5457274.3887
Theft from Vehicle,2017,2,20,4,30,20XX W 4TH AVE,Kitsilano,489017.6072,5457274.342
Theft from Vehicle,2016,7,28,18,19,20XX W 4TH AVE,Kitsilano,489021.8433,5457265.0917
Theft from Vehicle,2017,8,8,8,30,20XX W 4TH AVE,Kitsilano,489024.0382,5457265.0381
Theft from Vehicle,2003,1,2,22,0,20XX W 4TH AVE,Kitsilano,489034.5859,5457264.7803
Theft from Vehicle,2007,3,23,20,0,20XX W 4TH AVE,Kitsilano,489034.5859,5457264.7803
Theft from Vehicle,2018,2,12,11,0,20XX W 4TH AVE,Kitsilano,489037.3471,5457264.7128
Theft from Vehicle,2011,7,28,9,50,20XX W 4TH AVE,Kitsilano,489047.3285,5457264.4689
Theft from Vehicle,2011,10,19,10,0,20XX W 4TH AVE,Kitsilano,489047.3285,5457264.4689
Theft from Vehicle,2004,1,27,12,0,20XX W 4TH AVE,Kitsilano,489050.5141,5457264.391
Theft from Vehicle,2005,6,22,9,45,20XX W 4TH AVE,Kitsilano,489050.5141,5457264.391
Theft from Vehicle,2006,2,7,17,20,20XX W 4TH AVE,Kitsilano,489050.5141,5457264.391
Theft from Vehicle,2007,1,14,19,30,20XX W 4TH AVE,Kitsilano,489050.5141,5457264.391
Theft from Vehicle,2020,1,10,15,0,20XX W 4TH AVE,Kitsilano,489050.5141,5457264.391
Theft from Vehicle,2015,3,19,11,24,20XX W 5TH AVE,Kitsilano,488910.4923,5457171.28
Theft from Vehicle,2017,4,28,19,0,20XX W 5TH AVE,Kitsilano,488911.4124,5457180.4058
Theft from Vehicle,2006,2,12,22,0,20XX W 5TH AVE,Kitsilano,488913.9014,5457180.3487
Theft from Vehicle,2013,11,28,16,30,20XX W 5TH AVE,Kitsilano,488913.9014,5457180.3487
Theft from Vehicle,2005,1,19,18,0,20XX W 5TH AVE,Kitsilano,488945.9082,5457179.6189
Theft from Vehicle,2005,2,28,23,0,20XX W 5TH AVE,Kitsilano,488945.9082,5457179.6189
Theft from Vehicle,2006,11,16,23,0,20XX W 5TH AVE,Kitsilano,488945.9082,5457179.6189
Theft from Vehicle,2011,11,21,12,0,20XX W 5TH AVE,Kitsilano,488945.9082,5457179.6189
Theft from Vehicle,2019,1,22,21,0,20XX W 5TH AVE,Kitsilano,488945.9082,5457179.6189
Theft from Vehicle,2021,7,15,4,45,20XX W 5TH AVE,Kitsilano,488945.9082,5457179.6189
Theft from Vehicle,2021,8,18,16,0,20XX W 5TH AVE,Kitsilano,488945.9082,5457179.6189
Theft from Vehicle,2022,4,11,19,45,20XX W 5TH AVE,Kitsilano,488945.9082,5457179.6189
Theft from Vehicle,2022,6,29,19,30,20XX W 5TH AVE,Kitsilano,488954.6619,5457170.273
Theft from Vehicle,2005,11,6,19,30,20XX W 5TH AVE,Kitsilano,488993.9183,5457178.5241
Theft from Vehicle,2014,9,13,18,0,20XX W 5TH AVE,Kitsilano,488993.9183,5457178.5241
Theft from Vehicle,2016,12,1,19,0,20XX W 5TH AVE,Kitsilano,488993.9183,5457178.5241
Theft from Vehicle,2019,1,6,15,0,20XX W 5TH AVE,Kitsilano,489008.3573,5457178.1947
Theft from Vehicle,2015,10,17,20,0,20XX W 5TH AVE,Kitsilano,489009.9217,5457178.1592
Theft from Vehicle,2003,9,21,21,30,20XX W 5TH AVE,Kitsilano,489022.7244,5457177.8672
Theft from Vehicle,2020,4,16,8,51,20XX W 5TH AVE,Kitsilano,489022.7244,5457177.8672
Theft from Vehicle,2004,7,16,22,0,20XX W 5TH AVE,Kitsilano,489025.7166,5457168.6526
Theft from Vehicle,2003,3,12,23,30,20XX W 5TH AVE,Kitsilano,489048.1213,5457168.1417
Theft from Vehicle,2004,12,20,4,29,20XX W 5TH AVE,Kitsilano,489048.1213,5457168.1417
Theft from Vehicle,2005,9,19,5,26,20XX W 5TH AVE,Kitsilano,489048.1213,5457168.1417
Theft from Vehicle,2006,1,20,18,45,20XX W 5TH AVE,Kitsilano,489048.1213,5457168.1417
Theft from Vehicle,2010,12,3,17,0,20XX W 5TH AVE,Kitsilano,489048.1213,5457168.1417
Theft from Vehicle,2015,4,1,17,0,20XX W 5TH AVE,Kitsilano,489048.1213,5457168.1417
Theft from Vehicle,2016,1,14,19,0,20XX W 5TH AVE,Kitsilano,489048.1213,5457168.1417
Theft from Vehicle,2016,7,9,19,0,20XX W 5TH AVE,Kitsilano,489048.1213,5457168.1417
Theft from Vehicle,2017,3,30,17,0,20XX W 5TH AVE,Kitsilano,489051.6068,5457168.0619
Theft from Vehicle,2018,11,20,20,0,20XX W 5TH AVE,Kitsilano,489051.6068,5457168.0619
Theft from Vehicle,2017,3,27,16,30,20XX W 6TH AVE,Kitsilano,488889.3181,5457078.4537
Theft from Vehicle,2014,11,14,18,0,20XX W 6TH AVE,Kitsilano,488892.8829,5457087.5153
Theft from Vehicle,2011,11,9,7,30,20XX W 6TH AVE,Kitsilano,488912.1081,5457087.0553
Theft from Vehicle,2006,10,28,23,0,20XX W 6TH AVE,Kitsilano,488937.5229,5457077.3005
Theft from Vehicle,2003,1,28,17,45,20XX W 6TH AVE,Kitsilano,489046.4656,5457074.6938
Theft from Vehicle,2005,10,25,17,30,20XX W 6TH AVE,Kitsilano,489046.4656,5457074.6938
Theft from Vehicle,2006,11,10,8,4,20XX W 6TH AVE,Kitsilano,489046.4656,5457074.6938
Theft from Vehicle,2018,5,2,17,0,20XX W 6TH AVE,Kitsilano,489049.9547,5457074.6104
Theft from Vehicle,2018,11,28,20,30,20XX W 6TH AVE,Kitsilano,489049.9547,5457074.6104
Theft from Vehicle,2020,7,5,0,0,20XX W 6TH AVE,Kitsilano,489049.9547,5457074.6104
Theft from Vehicle,2022,2,15,0,0,20XX W 6TH AVE,Kitsilano,489049.9547,5457074.6104
Theft from Vehicle,2005,6,30,0,0,20XX W 7TH AVE,Kitsilano,488992.5313,5456991.7372
Theft from Vehicle,2016,4,14,3,21,20XX W 7TH AVE,Kitsilano,488992.5313,5456991.7372
Theft from Vehicle,2016,12,16,19,0,20XX W 7TH AVE,Kitsilano,488993.7414,5456991.6941
Theft from Vehicle,2017,4,28,11,28,20XX W 7TH AVE,Kitsilano,488993.7414,5456991.6941
Theft from Vehicle,2017,11,20,6,0,20XX W 7TH AVE,Kitsilano,488993.7414,5456991.6941
Theft from Vehicle,2018,1,12,0,1,20XX W 7TH AVE,Kitsilano,488993.7414,5456991.6941
Theft from Vehicle,2018,3,17,21,30,20XX W 7TH AVE,Kitsilano,489000.1079,5456982.3189
Theft from Vehicle,2017,10,17,0,0,20XX W 7TH AVE,Kitsilano,489010.4667,5456991.1018
Theft from Vehicle,2004,11,16,22,0,20XX W 7TH AVE,Kitsilano,489043.451,5456980.7842
Theft from Vehicle,2006,8,25,18,0,20XX W 7TH AVE,Kitsilano,489043.451,5456980.7842
Theft from Vehicle,2008,10,19,10,0,20XX W 7TH AVE,Kitsilano,489043.451,5456980.7842
Theft from Vehicle,2009,7,5,22,0,20XX W 7TH AVE,Kitsilano,489043.451,5456980.7842
Theft from Vehicle,2016,8,19,7,29,20XX W 7TH AVE,Kitsilano,489043.451,5456980.7842
Theft from Vehicle,2018,6,14,17,0,20XX W 7TH AVE,Kitsilano,489046.9386,5456980.6604
Theft from Vehicle,2021,9,18,22,0,20XX W 8TH AVE,Kitsilano,488917.9294,5456902.9869
Theft from Vehicle,2019,12,27,16,0,20XX W 8TH AVE,Kitsilano,488930.6156,5456902.5153
Theft from Vehicle,2017,7,8,23,0,20XX W 8TH AVE,Kitsilano,488933.768,5456893.2482
Theft from Vehicle,2019,3,30,23,30,20XX W 8TH AVE,Kitsilano,488933.768,5456893.2482
Theft from Vehicle,2019,5,27,15,0,20XX W 8TH AVE,Kitsilano,488933.768,5456893.2482
Theft from Vehicle,2019,5,27,18,0,20XX W 8TH AVE,Kitsilano,488933.768,5456893.2482
Theft from Vehicle,2019,5,27,21,0,20XX W 8TH AVE,Kitsilano,488933.768,5456893.2482
Theft from Vehicle,2023,8,8,18,0,20XX W 8TH AVE,Kitsilano,488933.768,5456893.2482
Theft from Vehicle,2023,8,8,20,0,20XX W 8TH AVE,Kitsilano,488933.768,5456893.2482
Theft from Vehicle,2023,8,8,20,15,20XX W 8TH AVE,Kitsilano,488933.768,5456893.2482
Theft from Vehicle,2004,6,20,19,0,20XX W 8TH AVE,Kitsilano,488936.6555,5456893.1406
Theft from Vehicle,2004,10,27,21,45,20XX W 8TH AVE,Kitsilano,488936.6555,5456893.1406
Theft from Vehicle,2006,11,27,15,0,20XX W 8TH AVE,Kitsilano,488936.6555,5456893.1406
Theft from Vehicle,2006,11,27,18,15,20XX W 8TH AVE,Kitsilano,488936.6555,5456893.1406
Theft from Vehicle,2006,11,27,22,30,20XX W 8TH AVE,Kitsilano,488936.6555,5456893.1406
Theft from Vehicle,2006,11,28,15,0,20XX W 8TH AVE,Kitsilano,488936.6555,5456893.1406
Theft from Vehicle,2006,11,28,23,0,20XX W 8TH AVE,Kitsilano,488936.6555,5456893.1406
Theft from Vehicle,2013,3,1,22,15,20XX W 8TH AVE,Kitsilano,488936.6555,5456893.1406
Theft from Vehicle,2016,7,16,12,0,20XX W 8TH AVE,Kitsilano,488936.6555,5456893.1406
Theft from Vehicle,2008,7,2,9,46,20XX W 8TH AVE,Kitsilano,488949.4141,5456892.6666
Theft from Vehicle,2021,9,18,22,0,20XX W 8TH AVE,Kitsilano,488959.3225,5456901.4488
Theft from Vehicle,2017,4,6,17,30,20XX W 8TH AVE,Kitsilano,489008.1871,5456890.4834
Theft from Vehicle,2018,4,19,20,0,20XX W 8TH AVE,Kitsilano,489008.1871,5456890.4834
Theft from Vehicle,2023,1,19,22,0,20XX W 8TH AVE,Kitsilano,489008.1871,5456890.4834
Theft from Vehicle,2004,4,12,18,0,20XX W 8TH AVE,Kitsilano,489010.0175,5456890.4151
Theft from Vehicle,2004,4,13,4,30,20XX W 8TH AVE,Kitsilano,489010.0175,5456890.4151
Theft from Vehicle,2005,10,15,18,0,20XX W 8TH AVE,Kitsilano,489010.0175,5456890.4151
Theft from Vehicle,2006,3,21,12,0,20XX W 8TH AVE,Kitsilano,489010.0175,5456890.4151
Theft from Vehicle,2006,3,31,3,30,20XX W 8TH AVE,Kitsilano,489010.0175,5456890.4151
Theft from Vehicle,2006,9,28,22,30,20XX W 8TH AVE,Kitsilano,489010.0175,5456890.4151
Theft from Vehicle,2008,12,30,16,0,20XX W 8TH AVE,Kitsilano,489010.0175,5456890.4151
Theft from Vehicle,2009,8,20,0,0,20XX W 8TH AVE,Kitsilano,489010.0175,5456890.4151
Theft from Vehicle,2020,8,8,16,0,20XX W 8TH AVE,Kitsilano,489010.0175,5456890.4151
Theft from Vehicle,2020,8,30,0,0,20XX W 8TH AVE,Kitsilano,489010.0175,5456890.4151
Theft from Vehicle,2004,4,7,21,0,20XX W 8TH AVE,Kitsilano,489025.9658,5456889.8226
Theft from Vehicle,2004,4,12,15,0,20XX W 8TH AVE,Kitsilano,489025.9658,5456889.8226
Theft from Vehicle,2004,4,12,22,0,20XX W 8TH AVE,Kitsilano,489025.9658,5456889.8226
Theft from Vehicle,2004,4,17,17,0,20XX W 8TH AVE,Kitsilano,489025.9658,5456889.8226
Theft from Vehicle,2006,2,10,21,30,20XX W 8TH AVE,Kitsilano,489025.9658,5456889.8226
Theft from Vehicle,2006,2,12,21,0,20XX W 8TH AVE,Kitsilano,489025.9658,5456889.8226
Theft from Vehicle,2006,2,15,22,0,20XX W 8TH AVE,Kitsilano,489025.9658,5456889.8226
Theft from Vehicle,2008,12,22,0,0,20XX W 8TH AVE,Kitsilano,489025.9658,5456889.8226
Theft from Vehicle,2008,12,30,22,0,20XX W 8TH AVE,Kitsilano,489025.9658,5456889.8226
Theft from Vehicle,2011,7,13,7,54,20XX W 8TH AVE,Kitsilano,489025.9658,5456889.8226
Theft from Vehicle,2017,1,11,23,30,20XX W 8TH AVE,Kitsilano,489040.5433,5456889.2813
Theft from Vehicle,2006,3,25,23,0,20XX W 8TH AVE,Kitsilano,489041.9141,5456889.2301
Theft from Vehicle,2019,2,1,23,0,20XX W 8TH AVE,Kitsilano,489041.9141,5456889.2301
Theft from Vehicle,2003,8,31,18,30,20XX W BROADWAY AVE,Kitsilano,488881.491,5456790.6541
Theft from Vehicle,2015,10,16,14,0,20XX W BROADWAY AVE,Kitsilano,488884.691,5456790.5683
Theft from Vehicle,2020,3,13,8,20,20XX W BROADWAY AVE,Kitsilano,488884.691,5456790.5683
Theft from Vehicle,2013,9,6,11,0,20XX W BROADWAY AVE,Kitsilano,488884.9363,5456799.709
Theft from Vehicle,2012,10,3,16,0,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2012,10,3,21,0,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2012,10,3,22,0,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2012,10,4,21,0,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2012,10,5,1,0,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2012,10,11,18,35,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2012,11,28,9,14,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2013,3,1,20,0,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2014,3,30,0,0,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2014,3,30,14,0,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2014,3,30,20,0,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2014,3,30,21,0,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2014,3,31,0,0,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2014,5,10,16,0,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2014,5,11,17,0,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2014,5,11,21,0,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2014,5,11,22,0,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2014,9,3,21,0,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2015,4,21,0,0,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2015,12,27,0,0,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2017,11,26,19,30,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2020,9,6,20,0,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2021,1,2,20,10,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2021,7,13,0,0,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2021,12,3,13,30,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Theft from Vehicle,2020,8,21,13,30,20XX W BROADWAY AVE,Kitsilano,488924.7986,5456789.4928
Theft from Vehicle,2020,1,2,18,0,20XX W BROADWAY AVE,Kitsilano,488942.2923,5456789.023
Theft from Vehicle,2020,3,29,14,25,20XX W BROADWAY AVE,Kitsilano,488942.2923,5456789.023
Theft from Vehicle,2003,1,15,19,40,20XX W BROADWAY AVE,Kitsilano,488990.2933,5456787.7352
Theft from Vehicle,2003,8,10,4,28,20XX W BROADWAY AVE,Kitsilano,489008.3563,5456787.2508
Theft from Vehicle,2003,10,1,8,35,20XX W BROADWAY AVE,Kitsilano,489038.2944,5456786.4474
Theft from Vehicle,2004,5,28,23,30,20XX W BROADWAY AVE,Kitsilano,489038.2944,5456786.4474
Theft from Vehicle,2006,3,17,12,40,20XX W BROADWAY AVE,Kitsilano,489038.2944,5456786.4474
Theft from Vehicle,2006,10,12,17,0,20XX W BROADWAY AVE,Kitsilano,489038.2944,5456786.4474
Theft from Vehicle,2008,2,15,14,15,20XX W BROADWAY AVE,Kitsilano,489038.2944,5456786.4474
Theft from Vehicle,2008,11,8,17,0,20XX W BROADWAY AVE,Kitsilano,489038.2944,5456786.4474
Theft from Vehicle,2015,2,20,20,0,20XX W BROADWAY AVE,Kitsilano,489038.2944,5456786.4474
Theft from Vehicle,2006,1,13,11,0,20XX WATERLOO ST,Kitsilano,486930.7438,5457318.8928
Theft from Vehicle,2021,2,16,12,0,20XX WATERLOO ST,Kitsilano,486930.7438,5457318.8928
